pid,rid,verb,verbstem,sentence,ISO3,object,objectcleanpp,objecttype,label1,label2,group
61997,33513,shot,shot,"A youth serving as driver in Assam Rifles and his younger brother, identified as Mohammed Minhasuddin and Mohammed Jamiara Khan, were shot at and wounded by unidentified militants at Samrurou Awang Leikai in the Imphal West district on May 22-night, reports Imphal Free Press.",IND,"A youth serving as driver in Assam Rifles and his younger brother , identified as Mohammed Minhasuddin and Mohammed Jamiara Khan ,",youth serving driver rifles and his younger brother identified mohammed minhasuddin jamiara khan,person,civilian,,NA
93502,48218,killed,kill,"Hindustan Times reports that a local leader of the ruling Communist Party of India-Marxist (CPI-M), identified as Rameshwar Bag (60) of Panchruki village in the Jhargram area, was killed by a group of 8-10 armed cadres of the Communist Party of India-Maoist (CPI-Maoist) in West Midnapore District on February 13.",IND,"a local leader of the ruling Communist Party of India-Marxist ( CPI-M ) , identified as Rameshwar Bag ( 60 ) of Panchruki village in the Jhargram area ,",local leader ruling communist party india marxist cpi identified rameshwar bag village area,person,civilian,,NA
8111,3744,assaulted,assault,"In another incident, also on the same day, the PWG Naxalites assaulted a sarpanch (village headman) and set ablaze a jeep in Pngilla village, Nalgonda district.",IND,a sarpanch ( village headman ),sarpanch village headman,person,civilian,,NA
83238,43188,arrested,arrest,"In another operation in the Magam area of the same District, the SFs arrested an OGW of the LeT, identified as Nazir Ahmad Mir, along with two hand grenades in the night of April 8.",IND,"an OGW of the LeT , identified as Nazir Ahmad Mir , along with two hand grenades in the night of April 8.",ogw let identified nazir ahmad mir hand grenades night april,person,civilian,,NA
43347,25262,killed,kill,"Maoists killed three persons, including a contractor involved in the collection of tendu (tobacco) leaves, in the Basuguda area of Dantewada district on an unspecified date, according to Pioneer.",IND,"three persons , including a contractor involved in the collection of tendu ( tobacco ) leaves , in the Basuguda area of Dantewada district on an unspecified date",persons including contractor involved collection tendu tobacco leaves area district unspecified date,person,civilian,,NA
78791,41143,arrested,arrest,"Meanwhile, a college lecturer Narayan Thakuria and ULFA linkman Kumud Thakuria were also arrested for their suspected involvement in the twin blasts.",IND,a college lecturer Narayan Thakuria and ULFA linkman Kumud Thakuria,college lecturer narayan thakuria and ulfa linkman kumud,person,civilian,,NA
15990,9414,arrested,arrest,"Separately, a media report of August 12, quoting Army sources, said an alleged ULFA conduit was arrested from Aarikusi in the same district and later handed over to the police.",IND,an alleged ULFA conduit from Aarikusi in the same district,alleged ulfa conduit aarikusi same district,person,civilian,,NA
104473,53522,arrested,arrest,"The 45-year-old catering business operator based in Sungai Petani, Kedah, was arrested on December 6, 2011 from Mangalamedu Circle in Perambalur District while on tour in Tamil Nadu.",IND,"The 45-year-old catering business operator based in Sungai Petani , Kedah , on December 6 , 2011 from Mangalamedu Circle in Perambalur District",year old catering business operator based december mangalamedu circle,person,civilian,,NA
92633,47737,kill,kill,"Nagaland Post reports that a suspected National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM) cadre attempted to kill one Autonomous District Councils (ADC) member, Hoping Jojo, of Lamlai Khunou village of Ukhrul District, at Khuman Lampak State Youth Centre in Imphal East District on January 11.",IND,one Autonomous District Councils ( ADC ) member,autonomous councils adc member,person,civilian,,NA
102674,52714,arrested,arrest,"NIA had contended that after the confession of the arrested extremist leader Swami Aseemanand (arrested for 2007 Mecca Masjid bomb blast) about the alleged involvement of a right-wing group in the Malegaon blast, it reviewed the evidence collected by previous investigating agencies, Maharashtra ATS and CBI, besides gathering some fresh evidence.",IND,the arrested extremist leader Swami Aseemanand for 2007 Mecca Masjid bomb blast,arrested extremist leader swami aseemanand mecca masjid bomb blast,person,civilian,,NA
60933,33084,arrested,arrest,"Police said acting on a tip off, the 'Q' branch police team arrested a Sri Lankan Tamil Refugee Navaneetha Krishnan from the Samathuvapuram locality near Sakki Mangalam.",IND,a Sri Lankan Tamil Refugee Navaneetha Krishnan from the Samathuvapuram locality near Sakki Mangalam,sri lankan tamil refugee navaneetha krishnan locality,person,civilian,,NA
7759,3566,arrested,arrest,"In Aurangabad, police arrested a hardcore MCC leader along with three associates from Rafiganj area.",IND,a hardcore MCC leader,hardcore mcc leader,person,civilian,,NA
497,255,arrested,arrest,The Chief Minister added that the police had arrested 101 Muslim United Liberation Tigers of Assam (MULTA) activists and 60 persons belonging to other outfits during 1998 and 1999.,IND,101 Muslim United Liberation Tigers of Assam ( MULTA ) activists and 60 persons belonging to other outfits,muslim united liberation tigers assam multa activists and persons belonging to other outfits,person,civilian,,NA
99885,51359,arrested,arrest,"Separately, three ULFA linkmen were arrested from Sonitpur and North Lakhimpur Districts, when they were transferring INR 415,000 meant for wife of ULFA leader Jeevan Moran, reports The Shillong Times.",IND,three ULFA linkmen from Sonitpur and North Lakhimpur Districts,ulfa linkmen and,person,civilian,,NA
133751,65897,arrested,arrest,"They were arrested in connection with the murder of BJP leaders, in the last one-and-a-half years.",IND,"They in connection with the murder of BJP leaders , in the last one-and-a-half years.",they connection murder bjp leaders last one and half years,person,civilian,,NA
110064,55988,arrested,arrest,"The duo, Sudhir Bhuiyan (24) alias Bishram, and Habil Horo (23), both from West Singhbhum District of Jharkhand, were arrested by a joint team of Central Reserve Police Force (CRPF) and local Police.",IND,"The duo , Sudhir Bhuiyan ( 24 ) alias Bishram , and Habil Horo ( 23 ) , both from West Singhbhum District of Jharkhand ,",duo sudhir bhuiyan alias bishram and habil horo,person,civilian,,NA
77533,40495,killing,kill,"Meanwhile, a joint Police team of Dumka and Pakur Districts on October 19 arrested six persons in connection with the Maoist posters put up recently claiming the responsibility of killing two top-ranking officials of the Panem coal mine, reports Times of India.",IND,two top-ranking officials of the Panem coal mine,top ranking officials panem coal mine,person,civilian,,NA
14354,8362,torture,tortur,"The KMHR also accused National Socialist Council of Nagaland - Isak Muivah (NSCN-IM) terrorists of guiding and training the Kuki Revolutionary Army (KRA) and United National Liberation Front (UNLF) cadres at training camps at Leisan, and for using them as guides and arming them to torture, kill and harass the Kuki public.",IND,the Kuki public,kuki public,person,civilian,,NA
6178,2780,surrendered,surrend,"On the same day, a surrendered Harkat-ul-Jehadi Islami (HUJI) terrorist was killed when unidentified terrorists ambushed a police party that was taking him along for arms recovery at Kapran in Anantnag district.",IND,Harkat,harkat,person,civilian,,NA
32565,19359,injured,injur,"On the same day, unidentified terrorists shot at and injured a State Government official, identified as R.K. Binoy, at Heirok Mamang Leikai in the Imphal East district.",IND,a State Government official,state government official,person,civilian,,NA
46394,26517,killed,kill,"On the previous day, suspected Al-Mansoorain militants abducted and subsequently killed a new recruit of Territorial Army, Mohammad Shafi Mir at Sopore in the Baramulla district.",IND,"a new recruit of Territorial Army , Mohammad Shafi Mir at Sopore in the Baramulla district",new recruit territorial army mohammad shafi mir district,person,civilian,,NA
87294,45092,arrested,arrest,A combined force of the Assam Rifles and Imphal East District Police arrested two leaders of the Military Council faction of the United Kuki Liberation Army from Nungshum village on July 23.,IND,two leaders of the Military Council faction of the United Kuki Liberation Army from Nungshum village,leaders military council faction united kuki liberation army village,person,civilian,,NA
110648,56213,arrested,arrest,"Ghodai, a resident of Nandigram in West Midnapore District of West Bengal, was arrested around 4am at Gian village, 70 kilometres from Jamshedpur.",IND,"Ghodai , a resident of Nandigram in West Midnapore District of West Bengal ,",ghodai resident district,person,civilian,,NA
77444,40447,arrested,arrest,"The man, who is yet to be identified, was arrested from the outfit''s office by the Anti-Terrorist Squad (ATS) personnel from Maharashtra and Goa Police.",IND,"The man , who is yet to be identified , from the outfit '' s office",man who is yet to be identified outfit office,person,civilian,,NA
15949,9383,killed,kill,"Left-wing extremists<fc><be><8d><b3><a4><bc>Naxalites<fc><be><8d><b3><a4><bc>of the People's War Group (PWG) killed a fair price shop dealer at Gundaram village, Tadavi mandal (administrative unit), Nizamabad district, on August 10.",IND,"a fair price shop dealer at Gundaram village , Tadavi mandal ( administrative unit ) , Nizamabad district ,",fair price shop dealer village mandal administrative unit district,person,civilian,,NA
72708,38140,wounded,wound,"Meanwhile, militants shot at and critically wounded a National Conference (NC) activist, Aziz Ahmad Khushoo, in the Khanqah-e-Moalla area of old Sri Nagar, Police sources said on May 4. Militants had earlier fired few rounds at the residence of a NC worker in Batamaloo area of the city 10 days before.",IND,a National Conference,national conference,person,civilian,,NA
86941,44924,killing,kill,"Sify.com reports that cadres of the Communist Party of India-Maoist (CPI-Maoist) felled trees and dug up roads in Bijapur District on July 15 in protest against the alleged fake encounter killing of their leader, Cherukuri Rajkumar, alias Azad.",IND,of their leader,their leader,person,civilian,,NA
